doc_id,title,year,source,abstract,text,doi,url,api,query,keyword_hits
10.1177/20416695231168093,Caloric vestibular stimulation induces vestibular circular vection even with a conflicting visual display presented in a virtual reality headset,2023.0,i-Perception,"This study explored visual-vestibular sensory integration when the vestibular system receives self-motion information using caloric irrigation. The objectives of this study were to (1) determine if measurable vestibular circular vection can be induced in healthy participants using caloric vestibular stimulation and (2) determine if a conflicting visual display could impact vestibular vection. In Experiment 1 (E1), participants had their eyes closed. Air caloric vestibular stimulation cooled the endolymph fluid of the horizontal semi-circular canal inducing vestibular circular vection. Participants reported vestibular circular vection with a potentiometer knob that measured circular vection direction, speed, and duration. In Experiment 2 (E2), participants viewed a stationary display in a virtual reality headset that did not signal self-motion while receiving caloric vestibular stimulation. This produced a visual-vestibular conflict. Participants indicated clockwise vection in the left ear and counter-clockwise vection in right ear in a significant proportion of trials in E1 and E2. Vection was significantly slower and shorter in E2 compared to E1. E2 results demonstrated that during visual-vestibular conflict, visual and vestibular cues are used to determine self-motion rather than one system overriding the other. These results are consistent with optimal cue integration hypothesis.","This study explored visual-vestibular sensory integration when the vestibular system receives self-motion information using caloric irrigation. The objectives of this study were to (1) determine if measurable vestibular circular vection can be induced in healthy participants using caloric vestibular stimulation and (2) determine if a conflicting visual display could impact vestibular vection. In Experiment 1 (E1), participants had their eyes closed. Air caloric vestibular stimulation cooled the endolymph fluid of the horizontal semi-circular canal inducing vestibular circular vection. Participants reported vestibular circular vection with a potentiometer knob that measured circular vection direction, speed, and duration. In Experiment 2 (E2), participants viewed a stationary display in a virtual reality headset that did not signal self-motion while receiving caloric vestibular stimulation. This produced a visual-vestibular conflict. Participants indicated clockwise vection in the left ear and counter-clockwise vection in right ear in a significant proportion of trials in E1 and E2. Vection was significantly slower and shorter in E2 compared to E1. E2 results demonstrated that during visual-vestibular conflict, visual and vestibular cues are used to determine self-motion rather than one system overriding the other. These results are consistent with optimal cue integration hypothesis.",10.1177/20416695231168093,https://doi.org/10.1177/20416695231168093,crossref,vestibular perception,3
10.22541/au.169048628.89609781/v1,Effect of Inverted Visual Velocity Profile on Vestibular Heading Perception.,2023.0,crossref,"Visual motion is ambiguous in that it can either represent object motion or self-motion. Visual-vestibular integration is most advantageous during self-motion. The current experiment tests the hypothesis that the visual motion needs to have a motion profile consistent with the inertial motion. To test this we compared the effect on heading perception when the visual stimulus was consistent with the inertial motion and compared this to the condition when the visual stimulus was inverted and was thus inconsistent with inertial motion. Twenty healthy human subjects (mean age 20 ± 3 years, 13 female) experienced 2 s of translation which they reported as left or right. A synchronized 2 s visual heading was offset by 0°, ±45°, ±60°, or ±75°. In randomly interleaved trials the visual motion was consistent with the inertial motion or inverted – it started at the peak velocity, decreased to zero mid-stimulus, then accelerated back to the peak velocity. When the velocity profile of the visual stimulus matched the velocity profile of inertial motion the inertial stimulus was biased 10.0 ± 1.8° (mean ± SE) with a 45° visual offset, 8.9 ± 1.7° with a 60° offset and 9.3° ± 2.5 ± with a 75° offset. When the visual stimulus was inverted so it was inconsistent with the inertial motion the respective biases were 6.5 ± 1.5°, 5.6 ± 1.7°, and 5.9 ± 2.0°. Thus, the biases with the inverted stimulus were significantly smaller (p","Visual motion is ambiguous in that it can either represent object motion or self-motion. Visual-vestibular integration is most advantageous during self-motion. The current experiment tests the hypothesis that the visual motion needs to have a motion profile consistent with the inertial motion. To test this we compared the effect on heading perception when the visual stimulus was consistent with the inertial motion and compared this to the condition when the visual stimulus was inverted and was thus inconsistent with inertial motion. Twenty healthy human subjects (mean age 20 ± 3 years, 13 female) experienced 2 s of translation which they reported as left or right. A synchronized 2 s visual heading was offset by 0°, ±45°, ±60°, or ±75°. In randomly interleaved trials the visual motion was consistent with the inertial motion or inverted – it started at the peak velocity, decreased to zero mid-stimulus, then accelerated back to the peak velocity. When the velocity profile of the visual stimulus matched the velocity profile of inertial motion the inertial stimulus was biased 10.0 ± 1.8° (mean ± SE) with a 45° visual offset, 8.9 ± 1.7° with a 60° offset and 9.3° ± 2.5 ± with a 75° offset. When the visual stimulus was inverted so it was inconsistent with the inertial motion the respective biases were 6.5 ± 1.5°, 5.6 ± 1.7°, and 5.9 ± 2.0°. Thus, the biases with the inverted stimulus were significantly smaller (p",10.22541/au.169048628.89609781/v1,https://doi.org/10.22541/au.169048628.89609781/v1,crossref,vestibular perception,3
10.1177/20416695231193280,Change of rapid temporal recalibration magnitude for audiovisual asynchrony with modulation of temporal binding window width: A preliminary investigation,2023.0,i-Perception,"The subjective synchrony perception for audiovisual stimuli is affected by previous temporal information. The point of subjective simultaneity is shifted toward the same asynchronous direction of audiovisual stimuli in a previous trial. This phenomenon is called “rapid temporal recalibration.” The factors that modulate the magnitude of rapid temporal recalibration have not been fully investigated. Previously, a positive correlation has been found between the magnitude of rapid temporal recalibration and the width of the temporal binding window (TBW). This preliminary study examined the causal relationship between TBW size and rapid recalibration magnitude using a single experimental group comparison design. In this experiment, the magnitude of rapid recalibration was compared before and after perceptual training, which narrowed the TBW width. The results indicated that the magnitude of rapid recalibration was reduced by perceptual training. Therefore, it was speculated that TBW size determined the magnitude of rapid recalibration. This causal relationship helps elucidate the mechanisms of the adaptation for temporal lags between visual and auditory sensations.","The subjective synchrony perception for audiovisual stimuli is affected by previous temporal information. The point of subjective simultaneity is shifted toward the same asynchronous direction of audiovisual stimuli in a previous trial. This phenomenon is called “rapid temporal recalibration.” The factors that modulate the magnitude of rapid temporal recalibration have not been fully investigated. Previously, a positive correlation has been found between the magnitude of rapid temporal recalibration and the width of the temporal binding window (TBW). This preliminary study examined the causal relationship between TBW size and rapid recalibration magnitude using a single experimental group comparison design. In this experiment, the magnitude of rapid recalibration was compared before and after perceptual training, which narrowed the TBW width. The results indicated that the magnitude of rapid recalibration was reduced by perceptual training. Therefore, it was speculated that TBW size determined the magnitude of rapid recalibration. This causal relationship helps elucidate the mechanisms of the adaptation for temporal lags between visual and auditory sensations.",10.1177/20416695231193280,https://doi.org/10.1177/20416695231193280,crossref,Temporal Resonance Perception (TRP),3
10.3389/fneur.2022.955088,Thresholds for vestibular and cutaneous perception and oculomotor response induced by galvanic vestibular stimulation,2022.0,Frontiers in Neurology,"Objectives In this study, the specific threshold intensities and response characteristics of galvanic vestibular stimulation (GVS) on vestibular (conscious) and cutaneous (detrimental) perception as well as oculomotor nystagmus (reflex) were determined. Methods The threshold intensities for vestibular and cutaneous perception and oculomotor response induced by GVS were determined in 25 right-handed healthy subjects (32.6 ± 7.2 years of age; 56% female). The subjects were seated upright, and eye movements were recorded while a direct GVS current was applied with paradigms of cathode on the right and anode on the left (CRAL) and also cathode on the left and anode on the right (CLAR). Results Subjects experienced dizziness, sense of spinning, or fall tendency, which was more frequently directed to the cathode (76%) than the anode (24%, p < 0.001, chi-square one-variable test) at mean current greater than 0.98 ± 0.29 mA (mean vestibular threshold). The current also triggered a more frequent mild tingling sensation at the cathode (56%) than the anode (30%) or on both sides (14%; p = 0.001, chi-square one-variable test) when above the mean cutaneous threshold of 0.9 ± 0.29 mA. Above the mean oculomotor threshold of 1.61 ± 0.35 mA, combined horizontal and torsional nystagmus was more frequent toward the cathode (86%) than toward the anode ( p < 0.001, chi-square one-variable test). The mean oculomotor threshold was significantly higher than both the vestibular ( p < 0.001, Mann–Whitney U -test) and cutaneous ( p < 0.001, Mann–Whitney U -test) thresholds, which were comparable ( p = 0.317, Mann–Whitney U -test). There was no significant disparity in these specific thresholds between the two GVS paradigms. The vestibular threshold was significantly higher in males than in females [1 (0.5–1.25) mA vs. 0.75 (0.625–1.125) mA, Z = −2.241, p = 0.025, Mann–Whitney U -test]. However, the thresholds of cutaneous perception and oculomotor response did not differ by sex. Conclusion The findings indicate that thresholds for vestibular and somatosensory perception are lower than the oculomotor threshold. Therefore, a strategy to reduce GVS current intensity to the level of vestibular or somatosensory perception threshold could elicit beneficial vestibular effects while avoiding undesirable effects such as oculomotor consequences.","Objectives In this study, the specific threshold intensities and response characteristics of galvanic vestibular stimulation (GVS) on vestibular (conscious) and cutaneous (detrimental) perception as well as oculomotor nystagmus (reflex) were determined. Methods The threshold intensities for vestibular and cutaneous perception and oculomotor response induced by GVS were determined in 25 right-handed healthy subjects (32.6 ± 7.2 years of age; 56% female). The subjects were seated upright, and eye movements were recorded while a direct GVS current was applied with paradigms of cathode on the right and anode on the left (CRAL) and also cathode on the left and anode on the right (CLAR). Results Subjects experienced dizziness, sense of spinning, or fall tendency, which was more frequently directed to the cathode (76%) than the anode (24%, p < 0.001, chi-square one-variable test) at mean current greater than 0.98 ± 0.29 mA (mean vestibular threshold). The current also triggered a more frequent mild tingling sensation at the cathode (56%) than the anode (30%) or on both sides (14%; p = 0.001, chi-square one-variable test) when above the mean cutaneous threshold of 0.9 ± 0.29 mA. Above the mean oculomotor threshold of 1.61 ± 0.35 mA, combined horizontal and torsional nystagmus was more frequent toward the cathode (86%) than toward the anode ( p < 0.001, chi-square one-variable test). The mean oculomotor threshold was significantly higher than both the vestibular ( p < 0.001, Mann–Whitney U -test) and cutaneous ( p < 0.001, Mann–Whitney U -test) thresholds, which were comparable ( p = 0.317, Mann–Whitney U -test). There was no significant disparity in these specific thresholds between the two GVS paradigms. The vestibular threshold was significantly higher in males than in females [1 (0.5–1.25) mA vs. 0.75 (0.625–1.125) mA, Z = −2.241, p = 0.025, Mann–Whitney U -test]. However, the thresholds of cutaneous perception and oculomotor response did not differ by sex. Conclusion The findings indicate that thresholds for vestibular and somatosensory perception are lower than the oculomotor threshold. Therefore, a strategy to reduce GVS current intensity to the level of vestibular or somatosensory perception threshold could elicit beneficial vestibular effects while avoiding undesirable effects such as oculomotor consequences.",10.3389/fneur.2022.955088,https://doi.org/10.3389/fneur.2022.955088,crossref,vestibular perception,3
10.1093/acrefore/9780190236557.013.891,Temporal Aspects of Visual Perception and Cognition,2022.0,Oxford Research Encyclopedia of Psychology,"A highly dynamic process, visual perception of the world around us proceeds by sequentially scanning the environment. This is accomplished by rapid eye movements (saccades) that direct the eyes’ foveal center of vision from one fixated location in the visual field to the next. Abstracted from the visual environment into the confines of the laboratory, the dynamics of the entire process can be parsed into subprocesses by studying several temporal properties of visual perception. Most prominent among these are the timing of perisaccadic processes (pre-saccadic and saccadic suppression of vision, post-saccadic enhancement of vision, and perisaccadic time compression), visual latency, temporal integration, visible persistence, temporal resolution, and temporal aspects of the storage and transfer of perceptual information in and through various stages of sensory and cognitive processing. Research has shown that these properties of visual perception interact with the spatial properties of perceptual processing. Among these spatio-temporal interactions, the most frequently researched are those occurring in different types of visual search, visual masking, and visual motion. That said, vision researchers have investigated the temporal properties (interacting with their spatial counterparts) either (a) by presenting static stimuli, in isolation or in temporal sequence, to an observer’s visual field while the eyes are stationary; or (b) by presenting stimuli that move through an observer’s visual field. The results of these research strategies reveal underlying visual mechanisms that define the dynamic range of, and the limits imposed on the temporal efficiency of, visual perceptual processing.","A highly dynamic process, visual perception of the world around us proceeds by sequentially scanning the environment. This is accomplished by rapid eye movements (saccades) that direct the eyes’ foveal center of vision from one fixated location in the visual field to the next. Abstracted from the visual environment into the confines of the laboratory, the dynamics of the entire process can be parsed into subprocesses by studying several temporal properties of visual perception. Most prominent among these are the timing of perisaccadic processes (pre-saccadic and saccadic suppression of vision, post-saccadic enhancement of vision, and perisaccadic time compression), visual latency, temporal integration, visible persistence, temporal resolution, and temporal aspects of the storage and transfer of perceptual information in and through various stages of sensory and cognitive processing. Research has shown that these properties of visual perception interact with the spatial properties of perceptual processing. Among these spatio-temporal interactions, the most frequently researched are those occurring in different types of visual search, visual masking, and visual motion. That said, vision researchers have investigated the temporal properties (interacting with their spatial counterparts) either (a) by presenting static stimuli, in isolation or in temporal sequence, to an observer’s visual field while the eyes are stationary; or (b) by presenting stimuli that move through an observer’s visual field. The results of these research strategies reveal underlying visual mechanisms that define the dynamic range of, and the limits imposed on the temporal efficiency of, visual perceptual processing.",10.1093/acrefore/9780190236557.013.891,https://doi.org/10.1093/acrefore/9780190236557.013.891,crossref,Temporal Resonance Perception (TRP),3
10.5772/intechopen.96787,Structural and Biological Basis for Proprioception,2021.0,Proprioception,"The proprioception is the sense of positioning and movement. It is mediate by proprioceptors, a small subset of mechanosensory neurons localized in the dorsal root ganglia that convey information about the stretch and tension of muscles, tendons, and joints. These neurons supply of afferent innervation to specialized sensory organs in muscles (muscle spindles) and tendons (Golgi tendon organs). Thereafter, the information originated in the proprioceptors travels throughout two main nerve pathways reaching the central nervous system at the level of the spinal cord and the cerebellum (unconscious) and the cerebral cortex (conscious) for processing. On the other hand, since the stimuli for proprioceptors are mechanical (stretch, tension) proprioception can be regarded as a modality of mechanosensitivity and the putative mechanotransducers proprioceptors begins to be known now. The mechanogated ion channels acid-sensing ion channel 2 (ASIC2), transient receptor potential vanilloid 4 (TRPV4) and PIEZO2 are among candidates. Impairment or poor proprioception is proper of aging and some neurological diseases. Future research should focus on treating these defects. This chapter intends provide a comprehensive update an overview of the anatomical, structural and molecular basis of proprioception as well as of the main causes of proprioception impairment, including aging, and possible treatments.","The proprioception is the sense of positioning and movement. It is mediate by proprioceptors, a small subset of mechanosensory neurons localized in the dorsal root ganglia that convey information about the stretch and tension of muscles, tendons, and joints. These neurons supply of afferent innervation to specialized sensory organs in muscles (muscle spindles) and tendons (Golgi tendon organs). Thereafter, the information originated in the proprioceptors travels throughout two main nerve pathways reaching the central nervous system at the level of the spinal cord and the cerebellum (unconscious) and the cerebral cortex (conscious) for processing. On the other hand, since the stimuli for proprioceptors are mechanical (stretch, tension) proprioception can be regarded as a modality of mechanosensitivity and the putative mechanotransducers proprioceptors begins to be known now. The mechanogated ion channels acid-sensing ion channel 2 (ASIC2), transient receptor potential vanilloid 4 (TRPV4) and PIEZO2 are among candidates. Impairment or poor proprioception is proper of aging and some neurological diseases. Future research should focus on treating these defects. This chapter intends provide a comprehensive update an overview of the anatomical, structural and molecular basis of proprioception as well as of the main causes of proprioception impairment, including aging, and possible treatments.",10.5772/intechopen.96787,https://doi.org/10.5772/intechopen.96787,crossref,proprioception,3
10.5772/intechopen.96316,Proprioception in Immersive Virtual Reality,2021.0,Proprioception,"Currently, in connection with the advent of virtual reality (VR) technologies, methods that recreate sensory sensations are rapidly developing. Under the conditions of VR, which is an immersive environment, a variety of multimodal sensory experiences can be obtained. It is urgent to create explicit immersive environments that allow maximizing the full potential of VR technology. Activation of the proprioceptive sensory system, coupled with the activation of the visual analyzer system, allows you to achieve sensations of interaction with VR objects, identical to the sensations of the real physical world. Today, the activation of proprioceptive sensations is achieved using various devices, including robotic ones, which are not available for use in routine medical practice. The immersive multisensory environment makes it possible to significantly personalize the rehabilitation process, ensuring its continuity and effectiveness at various stages of the pathological process and varying degrees of severity of physical disorders, while significantly reducing the burden on the healthcare system by automating the rehabilitation process and objectively assessing the effectiveness. Further development and increased availability of VR technologies and devices that allow achieving an increase in immersion due to sensory immersion will be in great demand as a technology that allows teaching patients motor skills.","Currently, in connection with the advent of virtual reality (VR) technologies, methods that recreate sensory sensations are rapidly developing. Under the conditions of VR, which is an immersive environment, a variety of multimodal sensory experiences can be obtained. It is urgent to create explicit immersive environments that allow maximizing the full potential of VR technology. Activation of the proprioceptive sensory system, coupled with the activation of the visual analyzer system, allows you to achieve sensations of interaction with VR objects, identical to the sensations of the real physical world. Today, the activation of proprioceptive sensations is achieved using various devices, including robotic ones, which are not available for use in routine medical practice. The immersive multisensory environment makes it possible to significantly personalize the rehabilitation process, ensuring its continuity and effectiveness at various stages of the pathological process and varying degrees of severity of physical disorders, while significantly reducing the burden on the healthcare system by automating the rehabilitation process and objectively assessing the effectiveness. Further development and increased availability of VR technologies and devices that allow achieving an increase in immersion due to sensory immersion will be in great demand as a technology that allows teaching patients motor skills.",10.5772/intechopen.96316,https://doi.org/10.5772/intechopen.96316,crossref,proprioception,3
10.3233/ves-201582,Association between vestibular function and rotational spatial orientation perception in older adults,2021.0,Journal of Vestibular Research,"Spatial orientation is a complex process involving vestibular sensory input and possibly cognitive ability. Previous research demonstrated that rotational spatial orientation was worse for individuals with profound bilateral vestibular dysfunction. OBJECTIVE: Determine whether rotational and linear vestibular function were independently associated with large amplitude rotational spatial orientation perception in healthy aging. METHODS: Tests of rotational spatial orientation accuracy and vestibular function [vestibulo-ocular reflex (VOR), ocular and cervical vestibular evoked myogenic potentials (VEMP)] were administered to 272 healthy community-dwelling adults participating in the Baltimore Longitudinal Study of Aging. Using a mixed model multiple linear regression we regressed spatial orientation errors on lateral semicircular canal function, utricular function (ocular VEMP), and saccular function (cervical VEMP) in a single model controlling for rotation size, age, and sex. RESULTS: After adjusting for age, and sex, individuals with bilaterally low VOR gain (β= 20.9, p = 0.014) and those with bilaterally absent utricular function (β= 9.32, p = 0.017) made significantly larger spatial orientation errors relative to individuals with normal vestibular function. CONCLUSIONS: The current results demonstrate for the first time that either bilateral lateral semicircular canal dysfunction or bilateral utricular dysfunction are associated with worse rotational spatial orientation. We also demonstrated in a healthy aging cohort that increased age also contributes to spatial orientation ability.","Spatial orientation is a complex process involving vestibular sensory input and possibly cognitive ability. Previous research demonstrated that rotational spatial orientation was worse for individuals with profound bilateral vestibular dysfunction. OBJECTIVE: Determine whether rotational and linear vestibular function were independently associated with large amplitude rotational spatial orientation perception in healthy aging. METHODS: Tests of rotational spatial orientation accuracy and vestibular function [vestibulo-ocular reflex (VOR), ocular and cervical vestibular evoked myogenic potentials (VEMP)] were administered to 272 healthy community-dwelling adults participating in the Baltimore Longitudinal Study of Aging. Using a mixed model multiple linear regression we regressed spatial orientation errors on lateral semicircular canal function, utricular function (ocular VEMP), and saccular function (cervical VEMP) in a single model controlling for rotation size, age, and sex. RESULTS: After adjusting for age, and sex, individuals with bilaterally low VOR gain (β= 20.9, p = 0.014) and those with bilaterally absent utricular function (β= 9.32, p = 0.017) made significantly larger spatial orientation errors relative to individuals with normal vestibular function. CONCLUSIONS: The current results demonstrate for the first time that either bilateral lateral semicircular canal dysfunction or bilateral utricular dysfunction are associated with worse rotational spatial orientation. We also demonstrated in a healthy aging cohort that increased age also contributes to spatial orientation ability.",10.3233/ves-201582,https://doi.org/10.3233/ves-201582,crossref,vestibular perception,3
10.1163/22134808-20181293,Cybersickness: a Multisensory Integration Perspective,2018.0,Multisensory Research,"In the past decade, there has been a rapid advance in Virtual Reality (VR) technology. Key to the user’s VR experience are multimodal interactions involving all senses. The human brain must integrate real-time vision, hearing, vestibular and proprioceptive inputs to produce the compelling and captivating feeling of immersion in a VR environment. A serious problem with VR is that users may develop symptoms similar to motion sickness, a malady called cybersickness . At present the underlying cause of cybersickness is not yet fully understood. Cybersickness may be due to a discrepancy between the sensory signals which provide information about the body’s orientation and motion: in many VR applications, optic flow elicits an illusory sensation of motion which tells users that they are moving in a certain direction with certain acceleration. However, since users are not actually moving, their proprioceptive and vestibular organs provide no cues of self-motion. These conflicting signals may lead to sensory discrepancies and eventually cybersickness. Here we review the current literature to develop a conceptual scheme for understanding the neural mechanisms of cybersickness. We discuss an approach to cybersickness based on sensory cue integration, focusing on the dynamic re-weighting of visual and vestibular signals for self-motion.","In the past decade, there has been a rapid advance in Virtual Reality (VR) technology. Key to the user’s VR experience are multimodal interactions involving all senses. The human brain must integrate real-time vision, hearing, vestibular and proprioceptive inputs to produce the compelling and captivating feeling of immersion in a VR environment. A serious problem with VR is that users may develop symptoms similar to motion sickness, a malady called cybersickness . At present the underlying cause of cybersickness is not yet fully understood. Cybersickness may be due to a discrepancy between the sensory signals which provide information about the body’s orientation and motion: in many VR applications, optic flow elicits an illusory sensation of motion which tells users that they are moving in a certain direction with certain acceleration. However, since users are not actually moving, their proprioceptive and vestibular organs provide no cues of self-motion. These conflicting signals may lead to sensory discrepancies and eventually cybersickness. Here we review the current literature to develop a conceptual scheme for understanding the neural mechanisms of cybersickness. We discuss an approach to cybersickness based on sensory cue integration, focusing on the dynamic re-weighting of visual and vestibular signals for self-motion.",10.1163/22134808-20181293,https://doi.org/10.1163/22134808-20181293,crossref,multisensory integration,3
10.1068/p6653,Vestibular Stimulation Affects Optic-Flow Sensitivity,2010.0,Perception,"Typically, multiple cues can be used to generate a particular percept. Our area of interest is the extent to which humans are able to synergistically combine cues that are generated when moving through an environment. For example, movement through the environment leads to both visual (optic-flow) and vestibular stimulation, and studies have shown that non-human primates are able to combine these cues to generate a more accurate perception of heading than can be obtained with either cue in isolation. Here we investigate whether humans show a similar ability to synergistically combine optic-flow and vestibular cues. This was achieved by determining the sensitivity to optic-flow stimuli while physically moving the observer, and hence producing a vestibular signal, that was either consistent with the optic-flow signal, eg a radially expanding pattern coupled with forward motion, or inconsistent with it, eg a radially expanding pattern with backward motion. Results indicate that humans are more sensitive to motion-in-depth optic-flow stimuli when they are combined with complementary vestibular signals than when they are combined with conflicting vestibular signals. These results indicate that in humans, like in non-human primates, there is perceptual integration of visual and vestibular signals.","Typically, multiple cues can be used to generate a particular percept. Our area of interest is the extent to which humans are able to synergistically combine cues that are generated when moving through an environment. For example, movement through the environment leads to both visual (optic-flow) and vestibular stimulation, and studies have shown that non-human primates are able to combine these cues to generate a more accurate perception of heading than can be obtained with either cue in isolation. Here we investigate whether humans show a similar ability to synergistically combine optic-flow and vestibular cues. This was achieved by determining the sensitivity to optic-flow stimuli while physically moving the observer, and hence producing a vestibular signal, that was either consistent with the optic-flow signal, eg a radially expanding pattern coupled with forward motion, or inconsistent with it, eg a radially expanding pattern with backward motion. Results indicate that humans are more sensitive to motion-in-depth optic-flow stimuli when they are combined with complementary vestibular signals than when they are combined with conflicting vestibular signals. These results indicate that in humans, like in non-human primates, there is perceptual integration of visual and vestibular signals.",10.1068/p6653,https://doi.org/10.1068/p6653,crossref,vestibular perception,3
10.1068/p3097,Velocity Not Acceleration of Self-Motion Mediates Vestibular – Visual Interaction,2001.0,Perception,"We investigated the influence of vestibular stimulation with different angular accelerations and velocities on the perception of visual motion direction. Constant accelerations resulting in different angular velocities and constant angular velocities obtained at different accelerations were combined in twenty healthy subjects. Random-dot kinematograms with coherently moving pixels and randomly moving pixels were used as visual stimuli during whole-body rotations. The smallest percentage of coherently moving pixels leading to a clear perception of motion direction was taken as the perception threshold. Perception thresholds significantly increased with increasing angular velocity. Increased acceleration, however, had no significant effect on the perception thresholds. We conclude that the achieved angular velocity, and not acceleration, is the predominant factor in the processing of vestibular-visual interaction.","We investigated the influence of vestibular stimulation with different angular accelerations and velocities on the perception of visual motion direction. Constant accelerations resulting in different angular velocities and constant angular velocities obtained at different accelerations were combined in twenty healthy subjects. Random-dot kinematograms with coherently moving pixels and randomly moving pixels were used as visual stimuli during whole-body rotations. The smallest percentage of coherently moving pixels leading to a clear perception of motion direction was taken as the perception threshold. Perception thresholds significantly increased with increasing angular velocity. Increased acceleration, however, had no significant effect on the perception thresholds. We conclude that the achieved angular velocity, and not acceleration, is the predominant factor in the processing of vestibular-visual interaction.",10.1068/p3097,https://doi.org/10.1068/p3097,crossref,vestibular perception,3
10.1093/oso/9780198542841.003.0022,Sensorimotor space representation: a Neuromimetic model,1991.0,Brain And Space,"Superior vertebrates, particularly humans, exhibit a great range of motor behaviours, among which spatially oriented activities are fundamental. Activities directed in space require at least the presence of a sensory signal coming from the immediate environment. In principle, this signal should suffice to trigger a correct motor response, assuming that there exists a precabled link between this input and a given motor response. This simple mechanism involves only a primary level of spatial perception and does not necessitate an internal model of space. A great number of primitive animals probably act on the basis of primary mechanisms of this type. Their motor behaviour is fairly restricted, however, and in addition there is no possibility of adaptation to environmental changes. In fact, in the majority of superior organisms, the sensorimotor relationship is not completely fixed but can be modified in the course of life, if necessary. Furthermore, the relationship is not given at birth but has to be learned early in life. Highly evolved nervous systems must therefore build and store an internal sensorimotor representation in which motor responses are interconnected with sensory signals.","Superior vertebrates, particularly humans, exhibit a great range of motor behaviours, among which spatially oriented activities are fundamental. Activities directed in space require at least the presence of a sensory signal coming from the immediate environment. In principle, this signal should suffice to trigger a correct motor response, assuming that there exists a precabled link between this input and a given motor response. This simple mechanism involves only a primary level of spatial perception and does not necessitate an internal model of space. A great number of primitive animals probably act on the basis of primary mechanisms of this type. Their motor behaviour is fairly restricted, however, and in addition there is no possibility of adaptation to environmental changes. In fact, in the majority of superior organisms, the sensorimotor relationship is not completely fixed but can be modified in the course of life, if necessary. Furthermore, the relationship is not given at birth but has to be learned early in life. Highly evolved nervous systems must therefore build and store an internal sensorimotor representation in which motor responses are interconnected with sensory signals.",10.1093/oso/9780198542841.003.0022,https://doi.org/10.1093/oso/9780198542841.003.0022,crossref,sensorimotor representation,3
10.31234/osf.io/mwbqg_v1,"The role of interoception in dissociation etiology: a network analysis of dissociation, trauma, sleep, and interoception",2026.0,crossref,"A transtheoretical framework for dissociation acknowledges emotional regulation. However, interoception—closely linked to emotional and autonomic regulation—remains underexplored, despite growing evidence connects it to dissociation and its correlates. This study applied a network analysis to examine multidirectional associations among dissociation, trauma exposure, post-traumatic symptoms, sleep quality, and interoception. A cross-sectional design was employed in a community sample of 574 adults (18–60 years) from Upper Silesia, Poland. Participants completed validated self-report measures of dissociative experiences (Dissociative Experiences Scale; Somatoform Dissociation Questionnaire), interoception (Multidimensional Assessment of Interoceptive Awareness; Body Perception Questionnaire), sleep quality (Pittsburgh Sleep Quality Index), trauma exposure (Life Events Checklist for DSM-5), post-traumatic stress symptoms (International Trauma Questionnaire), and demographic and health variables.The network was estimated using a graphical Gaussian model with the graphical LASSO algorithm. Absorption showed the highest strength and expected influence, affective dysregulation the greatest closeness and betweenness, while autonomic reactivity and emotional awareness also emerged as highly central nodes. Contrary to theoretical expectations derived from post-traumatic and sociocognitive models, neither trauma exposure nor sleep quality occupied central positions in the network.These findings suggest that dissociation may be more tightly embedded in interoceptive and autonomic regulatory processes than in trauma exposure per se. Atypical interoception may represent a transdiagnostic mechanism linking posttraumatic and sociocognitive accounts of dissociation, while aligning with attachment-based perspectives emphasizing disrupted bodily and affective co-regulation. These results provide a rationale for incorporating interoceptive-focused interventions in the treatment of dissociative symptoms.","A transtheoretical framework for dissociation acknowledges emotional regulation. However, interoception—closely linked to emotional and autonomic regulation—remains underexplored, despite growing evidence connects it to dissociation and its correlates. This study applied a network analysis to examine multidirectional associations among dissociation, trauma exposure, post-traumatic symptoms, sleep quality, and interoception. A cross-sectional design was employed in a community sample of 574 adults (18–60 years) from Upper Silesia, Poland. Participants completed validated self-report measures of dissociative experiences (Dissociative Experiences Scale; Somatoform Dissociation Questionnaire), interoception (Multidimensional Assessment of Interoceptive Awareness; Body Perception Questionnaire), sleep quality (Pittsburgh Sleep Quality Index), trauma exposure (Life Events Checklist for DSM-5), post-traumatic stress symptoms (International Trauma Questionnaire), and demographic and health variables.The network was estimated using a graphical Gaussian model with the graphical LASSO algorithm. Absorption showed the highest strength and expected influence, affective dysregulation the greatest closeness and betweenness, while autonomic reactivity and emotional awareness also emerged as highly central nodes. Contrary to theoretical expectations derived from post-traumatic and sociocognitive models, neither trauma exposure nor sleep quality occupied central positions in the network.These findings suggest that dissociation may be more tightly embedded in interoceptive and autonomic regulatory processes than in trauma exposure per se. Atypical interoception may represent a transdiagnostic mechanism linking posttraumatic and sociocognitive accounts of dissociation, while aligning with attachment-based perspectives emphasizing disrupted bodily and affective co-regulation. These results provide a rationale for incorporating interoceptive-focused interventions in the treatment of dissociative symptoms.",10.31234/osf.io/mwbqg_v1,https://doi.org/10.31234/osf.io/mwbqg_v1,crossref,interoception,2
